ra,dec,parallax,pmra,pmdec
44.99615478515625,0.005615226458758116,0.35433056950569153,11.93835163116455,-4.0806193351745605
45.00497817993164,0.019879676401615143,3.1391701698303223,29.686338424682617,19.11520004272461
44.99327087402344,0.07633404433727264,0.6296499967575073,-1.4354337453842163,-6.59488582611084
44.996063232421875,0.08491779118776321,0.3013152778148651,14.856952667236328,-14.749449729919434
45.132144927978516,0.13785354793071747,2.676206588745117,4.722163677215576,18.657222747802734
45.05816650390625,0.12740200757980347,1.7728033065795898,6.436306476593018,-12.96689510345459
45.03360366821289,0.12854886054992676,1.740795373916626,-19.608753204345703,-38.518951416015625
45.05595397949219,0.14611200988292694,1.1690733432769775,9.693479537963867,2.8620874881744385
44.894798278808594,0.1140306144952774,1.0390211343765259,-7.708092212677002,-24.44740867614746
44.912776947021484,0.12400437146425247,1.431882619857788,5.4726715087890625,-5.3021039962768555
44.97369384765625,0.15520353615283966,8.053747177124023,220.14755249023438,37.502769470214844
44.92080307006836,0.14607416093349457,0.3798421323299408,1.774002194404602,-3.2857041358947754
44.922855377197266,0.15115754306316376,1.2419054508209229,-4.819578170776367,-17.370912551879883
44.951473236083984,0.15677228569984436,0.8895078897476196,17.43722915649414,7.582343101501465
44.87539291381836,0.11820479482412338,0.7121050953865051,0.9101219773292542,4.995425701141357
44.925621032714844,0.16883255541324615,0.5173925161361694,3.4949891567230225,-5.779862880706787
44.93764877319336,0.18839339911937714,3.097848892211914,46.52273941040039,-30.799877166748047
44.90703201293945,0.2060110718011856,1.508512258529663,6.975430965423584,-17.396482467651367
45.013587951660156,0.1705143302679062,3.5951642990112305,35.86107635498047,-34.9369010925293
44.97582244873047,0.18781410157680511,0.9904046058654785,6.634086608886719,-14.51461124420166
45.00007247924805,0.2141454815864563,5.184997081756592,45.32601547241211,-52.8697395324707
45.06227493286133,0.21600441634655,6.227191925048828,28.981163024902344,49.350704193115234
45.07076644897461,0.2347337007522583,2.6415650844573975,3.402815103530884,-18.200281143188477
45.03434371948242,0.2353896051645279,5.602293491363525,45.46601104736328,-6.834342956542969
44.976165771484375,0.2172798067331314,0.12199189513921738,-1.3653656244277954,-7.160949230194092
44.972679138183594,0.23783321678638458,4.569036483764648,81.6154556274414,-67.74725341796875
45.184043884277344,0.16317999362945557,2.338353395462036,30.368661880493164,7.07467794418335
45.152801513671875,0.2003774642944336,1.8677256107330322,8.19996166229248,-7.467022895812988
45.20466232299805,0.2339533269405365,0.39646515250205994,0.8776722550392151,-7.863983631134033
45.150516510009766,0.2275896966457367,0.37532827258110046,2.6205525398254395,-5.218482971191406
45.188575744628906,0.2824244201183319,0.0016301677096635103,-0.09803741425275803,-0.1205800324678421
45.26535415649414,0.2618050277233124,1.8329334259033203,-2.4133787155151367,-8.992594718933105
45.25832748413086,0.3549201786518097,1.5438731908798218,10.324165344238281,-16.340463638305664
45.263336181640625,0.3693564534187317,0.8101966381072998,5.944063186645508,-3.72515869140625
45.08615493774414,0.24882492423057556,3.148076057434082,2.896986722946167,-1.384549856185913
45.05881881713867,0.2516615390777588,0.38491177558898926,-1.0852992534637451,-8.339157104492188
45.06654357910156,0.2482055425643921,2.561994791030884,3.4552555084228516,-18.45332145690918
45.087547302246094,0.26533588767051697,0.9367636442184448,21.193622589111328,-6.081814289093018
45.102943420410156,0.27704307436943054,0.5223971009254456,2.914362907409668,1.2549322843551636
45.09470748901367,0.2778552770614624,2.0167269706726074,1.6833360195159912,-8.704536437988281
45.14235305786133,0.2779247462749481,0.9184220433235168,16.474018096923828,-18.85409164428711
45.12080383300781,0.27641454339027405,0.6136835813522339,11.929986000061035,-1.2333900928497314
45.115013122558594,0.300476998090744,0.7478499412536621,-1.521353840827942,-13.986655235290527
45.13475799560547,0.32155460119247437,4.139319896697998,9.99463176727295,20.35187339782715
45.04785919189453,0.2950742542743683,1.2271080017089844,6.281286716461182,2.1417248249053955
45.061256408691406,0.2847312390804291,1.5262717008590698,3.992945432662964,-3.716423273086548
45.022037506103516,0.28664860129356384,0.8329681754112244,16.714366912841797,-12.413687705993652
45.2046012878418,0.3271256387233734,4.595411777496338,31.80357551574707,-8.170059204101562
45.13603973388672,0.3350431025028229,1.4076603651046753,-0.711279571056366,-1.4120979309082031
45.210601806640625,0.35420089960098267,6.074726104736328,-6.559224605560303,9.461438179016113
45.20001220703125,0.37025266885757446,2.8312911987304688,21.974613189697266,-4.043380260467529
45.22894287109375,0.3807925581932068,2.3770222663879395,32.2633171081543,-1.128411889076233
45.2063102722168,0.3924424350261688,0.839430034160614,2.0711207389831543,-7.985230445861816
45.195945739746094,0.3903864920139313,,,
45.169002532958984,0.40576329827308655,1.2332929372787476,18.89470672607422,-0.20470330119132996
45.14434814453125,0.4131447374820709,2.00390887260437,14.5824613571167,-7.09685754776001
44.81418991088867,0.16762451827526093,1.0596956014633179,11.279153823852539,-3.65221905708313
44.80220413208008,0.17335671186447144,0.46810925006866455,-0.832141637802124,-2.255878210067749
44.88652038574219,0.22036981582641602,2.191754102706909,45.72968292236328,-9.689176559448242
44.86023712158203,0.25233209133148193,0.6577549576759338,3.933039903640747,2.589017629623413
44.781044006347656,0.2574458718299866,0.3693437874317169,1.754766821861267,1.6551423072814941
44.83521270751953,0.2556593418121338,0.6296353340148926,14.688526153564453,-2.494939088821411
44.801727294921875,0.25641894340515137,0.8118503093719482,22.90608024597168,-1.0672674179077148
44.875308990478516,0.33307841420173645,1.256873369216919,10.100485801696777,-10.789849281311035
44.872859954833984,0.3320852816104889,2.1791183948516846,15.93484878540039,-16.978267669677734
44.79151916503906,0.31289908289909363,1.9140790700912476,23.916584014892578,-13.446745872497559
44.69440460205078,0.31879740953445435,0.5490205883979797,2.699096441268921,-3.3409218788146973
44.75455093383789,0.3519873023033142,0.8096250891685486,2.897918462753296,-13.438225746154785
44.83839797973633,0.34477880597114563,1.1269241571426392,-2.0866470336914062,-22.481731414794922
44.763370513916016,0.352910578250885,5.140984058380127,-25.83449363708496,-11.917684555053711
44.85092544555664,0.3984924554824829,1.9874323606491089,14.36997127532959,0.08376000821590424
44.966758728027344,0.32728850841522217,1.6476823091506958,-1.394413948059082,-8.183773040771484
45.010276794433594,0.351101279258728,5.953793525695801,25.550861358642578,9.449655532836914
45.03341293334961,0.3484063744544983,0.1509709656238556,3.0800812244415283,-5.799304962158203
45.04972839355469,0.370487779378891,2.277207612991333,4.625912189483643,-11.980267524719238
45.01220703125,0.3746202290058136,0.4259549379348755,-3.227330446243286,-11.334654808044434
44.966617584228516,0.35328397154808044,0.8291090726852417,1.1962549686431885,-8.236605644226074
45.003055572509766,0.39241692423820496,0.6343187093734741,-1.8158384561538696,-0.8248151540756226
45.00681686401367,0.4094734787940979,1.2810264825820923,2.487556219100952,-6.843031883239746
45.1025390625,0.4291083812713623,1.5802342891693115,16.479103088378906,4.129344463348389
45.14998245239258,0.4432586431503296,1.3216615915298462,3.728707790374756,-15.154340744018555
45.118499755859375,0.47016599774360657,2.248079299926758,-3.1628124713897705,-2.1439907550811768
45.1212272644043,0.46227866411209106,3.544807195663452,18.41114044189453,-37.48497772216797
45.052982330322266,0.41992294788360596,1.534754991531372,7.5214433670043945,-5.977904796600342
45.08556365966797,0.4462052583694458,0.294323593378067,6.870329856872559,-1.0342217683792114
45.013145446777344,0.4415988028049469,0.26089873909950256,-1.914292812347412,-9.281329154968262
45.09498977661133,0.4768361449241638,1.1201391220092773,19.353300094604492,4.013937473297119
44.94868469238281,0.45527517795562744,0.913952112197876,5.786337852478027,4.471230506896973
44.876220703125,0.4235421121120453,0.3942999541759491,3.3070907592773438,-9.848943710327148
44.85578155517578,0.42114415764808655,8.719778060913086,39.76870346069336,-24.748258590698242
44.87210464477539,0.44536298513412476,0.11510955542325974,7.340041637420654,-5.729569911956787
