ra,dec,chandra_flux_b,chandra_hr_hs,gaia_g,gaia_bp,gaia_rp,bp_rp,parallax,parallax_error,parallax_snr,distance_pc,log_lx,pmra,pmdec,separation_arcsec,classification
253.1635429089299,34.962552195235375,9.8794441385489e-14,-0.82323547782636,14.605139,16.198795,13.380297,2.8184986,8.725101098819394,0.017283509,504.8223323122158,114.61185247874222,29.191193281645077,-18.439089805282087,-33.36584317471927,0.5096718468614788,Coronally active star
